Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster
1420,6219.5,4,2017-11-09,2624,3
1421,428.45,2,2024-09-05,132,0
1422,2100.0,5,2018-01-30,2542,1
1423,780.06,6,2017-03-12,2866,1
1425,205.8,1,2016-03-03,3240,1
1426,1536.15,4,2020-01-24,1818,1
1427,1423.6,8,2016-04-04,3208,1
1430,317.5,1,2016-12-05,2963,1
1431,329.7,1,2016-02-07,3265,1
1432,7674.41,20,2022-11-16,791,2
1434,2274.85,7,2018-12-03,2235,1
1435,2769.9,3,2018-02-07,2534,1
1436,190.0,2,2018-02-21,2520,1
1438,4177.5,6,2018-06-20,2401,3
1439,983.5,3,2019-10-08,1926,1
1440,250.0,1,2017-02-14,2892,1
1441,3000.98,5,2022-12-09,768,0
1442,485.5,1,2018-04-05,2477,1
1443,4101.860000000001,10,2023-04-12,644,3
1444,624.9,2,2018-06-27,2394,1
1445,5395.75,7,2017-06-05,2781,3
1446,413.5,1,2017-06-27,2759,1
1448,10010.85,15,2018-10-26,2273,2
1449,2939.5,5,2022-05-16,975,0
1450,2546.54,4,2021-04-01,1385,0
1451,2458.5,3,2020-12-04,1503,0
1452,911.0,1,2016-04-07,3205,1
1453,646.6,2,2016-11-01,2997,1
1454,337.0,3,2017-02-22,2884,1
1455,3835.0,4,2019-05-21,2066,1
1456,3724.14,13,2024-10-09,98,3
1458,1930.5,4,2018-03-08,2505,1
1459,3875.5,8,2024-11-26,50,3
1461,280.8,1,2016-04-24,3188,1
1462,175.5,1,2016-04-24,3188,1
1463,1901.6,2,2016-11-09,2989,1
1464,3721.35,6,2018-10-30,2269,3
1465,6284.8,5,2021-06-11,1314,3
1466,365.4,1,2016-04-27,3185,1
1467,1808.22,4,2021-03-18,1399,0
1468,8344.72,10,2016-11-09,2989,3
1469,1277.5,3,2020-09-22,1576,0
1470,9766.49,11,2024-07-17,182,2
1471,11832.79,15,2020-03-02,1780,2
1472,2764.1,5,2019-08-01,1994,1
1473,536.49,3,2018-12-21,2217,1
1474,7611.31,12,2022-12-21,756,2
1475,3864.6400000000003,11,2022-01-14,1097,3
1477,2857.5,3,2018-11-09,2259,1
1478,1308.03,3,2019-01-09,2198,1
1479,725.5,3,2016-07-20,3101,1
1480,993.05,2,2017-09-27,2667,1
1481,4616.0,4,2017-10-30,2634,1
1482,4882.67,12,2022-05-24,967,3
1483,734.5,1,2016-06-05,3146,1
1485,7992.91,17,2023-03-20,667,2
1486,334.0,1,2016-06-26,3125,1
1487,460.0,1,2016-07-12,3109,1
1488,326.0,1,2016-08-21,3069,1
1489,4966.0,3,2016-12-15,2953,1
1490,2174.1,4,2018-07-17,2374,1
1491,14711.91,18,2022-05-17,974,2
1492,285.0,1,2016-09-21,3038,1
1493,2057.8,6,2019-12-12,1861,3
1494,3382.5,10,2023-04-12,644,3
1495,2484.6,2,2016-09-28,3031,1
1496,2365.7,2,2017-06-29,2757,1
1497,8586.33,12,2019-02-14,2162,2
1499,150.5,1,2016-10-09,3020,1
1500,365.0,1,2016-10-09,3020,1
1501,6996.05,11,2021-10-22,1181,3
1503,605.7,1,2016-10-30,2999,1
1504,225.0,1,2017-01-25,2912,1
1505,300.0,1,2017-03-07,2871,1
1506,251.0,1,2016-10-30,2999,1
1507,2312.65,7,2022-11-23,784,3
1508,750.9,2,2017-05-08,2809,1
1510,1428.4,3,2020-07-27,1633,0
1511,402.0,1,2016-11-08,2990,1
1513,1980.5,2,2018-02-26,2515,1
1514,1767.72,7,2020-05-13,1708,3
1516,1115.0,2,2018-11-22,2246,1
1517,159.0,1,2017-05-21,2796,1
1518,687.0,1,2016-12-05,2963,1
1519,2232.5,5,2024-10-10,97,0
1520,3176.2799999999997,5,2018-01-23,2549,1
1522,351.0,1,2017-03-22,2856,1
1523,190.0,1,2017-01-10,2927,1
1524,292.5,1,2017-01-15,2922,1
1525,217.8,1,2017-01-18,2919,1
1527,8799.0,5,2025-01-13,2,3
1529,2093.65,6,2024-08-01,167,0
1531,407.0,1,2017-07-20,2736,1
1532,1324.0,3,2018-05-03,2449,1
1535,446.7,2,2019-11-07,1896,1
1536,407.03,1,2017-04-11,2836,1
1538,3105.0,2,2018-06-19,2402,1
1539,2362.01,4,2022-11-04,803,0
1540,584.8,2,2018-10-31,2268,1
1541,1309.45,5,2021-03-04,1413,0
1543,776.0,1,2017-11-16,2617,1
1544,808.5,2,2017-12-12,2591,1
1545,2409.8199999999997,2,2017-05-14,2803,1
1546,739.0,2,2017-06-18,2768,1
1547,2861.0,3,2018-05-23,2429,1
1548,2839.5,4,2019-11-27,1876,1
1549,320.4,1,2017-06-01,2785,1
1550,4013.44,7,2020-03-31,1751,3
1551,1957.0,1,2017-07-19,2737,1
1552,2709.0,4,2019-07-03,2023,1
1553,713.14,1,2017-07-12,2744,1
1554,367.6,1,2017-09-07,2687,1
1556,766.8,1,2017-07-26,2730,1
1557,5119.0,2,2023-03-10,677,3
1558,6426.48,12,2022-06-13,947,2
1559,1829.25,2,2017-12-04,2599,1
1560,220.0,1,2018-02-28,2513,1
1561,233.5,1,2017-08-28,2697,1
1562,3187.38,11,2022-10-06,832,3
1565,304.0,1,2017-08-21,2704,1
1566,3231.5,2,2021-04-12,1374,0
1567,264.0,1,2017-09-21,2673,1
1568,1092.0,4,2018-04-17,2465,1
1569,1555.0,3,2019-03-11,2137,1
1570,1056.53,1,2017-10-15,2649,1
1571,1165.15,4,2020-07-02,1658,0
1574,644.0,1,2017-10-19,2645,1
1575,193.5,1,2017-10-24,2640,1
1576,2446.9,5,2022-12-15,762,0
1577,3197.52,4,2020-01-20,1822,1
1578,1661.0900000000001,4,2024-08-01,167,0
1580,257.83,1,2017-11-07,2626,1
1581,483.0,1,2017-11-19,2614,1
1582,155.25,1,2017-11-28,2605,1
1583,1035.0,3,2017-11-30,2603,1
1584,1614.0,3,2021-12-01,1141,0
1585,2872.35,5,2024-10-24,83,0
1586,944.6,3,2022-10-06,832,0
1587,3517.92,2,2018-05-18,2434,1
1589,4229.32,11,2023-02-28,687,3
1590,125.5,1,2018-01-08,2564,1
1591,7683.53,12,2024-11-28,48,2
1592,2729.59,5,2021-02-03,1442,3
1593,1786.0,7,2019-08-26,1969,3
1594,169.5,1,2018-01-25,2547,1
1595,232.0,1,2018-02-15,2526,1
1596,4923.0,13,2025-01-13,2,2
1597,1572.5,3,2019-11-22,1881,1
1598,1256.8,1,2018-03-05,2508,1
1599,2495.57,7,2024-11-20,56,3
1600,260.5,1,2018-03-28,2485,1
1601,760.0,4,2018-05-25,2427,1
1602,4955.5,9,2020-08-25,1604,3
1604,3879.0,10,2023-04-20,636,3
1605,2660.14,1,2018-05-03,2449,1
1606,256.5,1,2018-03-27,2486,1
1607,62.1,1,2018-03-27,2486,1
1608,359.0,2,2018-03-28,2485,1
1609,665.5,2,2018-05-22,2430,1
1610,182.5,1,2018-04-13,2469,1
1616,4010.0,3,2020-05-28,1693,3
1619,7417.21,16,2024-09-18,119,2
1623,582.75,1,2016-10-17,3012,1
1646,1858.58,6,2020-11-02,1535,0
1649,2345.0,1,2016-01-06,3297,1
1650,11420.86,7,2023-04-18,638,2
1651,6659.32,10,2024-12-12,34,3
1659,478.65,2,2021-11-15,1157,0
1660,1613.0,1,2017-05-03,2814,1
1662,805.3,1,2013-09-25,4130,1
1664,5546.25,9,2022-05-02,989,3
1669,3687.4,1,2013-09-19,4136,1
1672,943.47,1,2019-04-05,2112,1
1675,4276.83,8,2017-10-18,2646,3
1679,582.5799999999999,2,2023-01-02,744,0
1680,930.0,1,2017-07-02,2754,1
1684,195.0,1,2016-06-29,3122,1
1689,8353.800000000001,5,2017-03-07,2871,3
1692,4571.0,2,2016-08-16,3074,1
1693,10352.0,3,2019-03-13,2135,3
1701,1489.31,7,2020-03-31,1751,3
1706,4554.400000000001,5,2017-06-26,2760,1
1711,263.7,1,2017-04-20,2827,1
1712,978.55,2,2017-09-19,2675,1
1713,619.55,1,2022-02-09,1071,0
1716,3393.69,8,2021-04-15,1371,3
1722,580.0,1,2017-04-06,2841,1
1727,10418.29,17,2019-03-19,2129,2
1731,319.5,1,2016-04-20,3192,1
1733,1435.0,2,2020-10-19,1549,0
1736,4778.21,5,2017-08-27,2698,1
1737,3571.25,7,2019-10-04,1930,3
1739,1105.3,3,2020-09-03,1595,0
1740,6124.1,11,2024-10-16,91,3
1745,1985.25,4,2019-03-25,2123,1
1751,5442.0,5,2023-04-18,638,3
1752,1683.65,6,2018-01-17,2555,1
1754,2114.2,3,2020-09-07,1591,0
1756,3837.0,4,2017-09-13,2681,1
1757,762.5,1,2016-05-08,3174,1
1759,424.8,1,2017-12-11,2592,1
1763,393.3,1,2017-01-25,2912,1
1766,7765.98,16,2024-09-18,119,2
1768,588.56,3,2017-11-15,2618,1
1773,931.24,2,2016-04-25,3187,1
1774,513.93,1,2018-05-02,2450,1
1776,393.0,1,2016-11-30,2968,1
1777,402.15,2,2017-07-12,2744,1
1778,7109.0,3,2016-10-26,3003,1
1781,3196.8,3,2019-04-02,2115,1
1782,1730.99,3,2019-12-05,1868,1
1784,8718.84,8,2024-09-16,121,3
1786,3686.1499999999996,4,2018-03-16,2497,1
1788,555.0699999999999,2,2016-04-24,3188,1
1789,341.8,1,2016-02-29,3243,1
1790,990.7,1,2017-04-11,2836,1
1791,1051.75,4,2018-05-29,2423,1
1792,3958.15,6,2019-07-16,2010,3
1793,295.45,1,2017-01-03,2934,1
1794,1108.15,3,2018-04-25,2457,1
1796,393.75,1,2016-06-09,3142,1
1797,9317.3,8,2023-05-11,615,3
1798,239.2,1,2016-04-24,3188,1
1799,919.3,1,2018-01-26,2546,1
1800,437.2,1,2016-05-03,3179,1
1802,768.22,2,2017-03-19,2859,1
1803,2305.42,2,2017-02-26,2880,1
1804,11329.35,18,2024-10-17,90,2
1805,4370.0,1,2016-05-25,3157,1
1807,562.0,1,2016-06-29,3122,1
1808,252.0,1,2016-08-15,3075,1
1809,648.7,2,2016-10-26,3003,1
1810,1797.85,3,2018-09-18,2311,1
1811,14057.97,19,2023-05-03,623,2
1812,2435.05,2,2016-10-26,3003,1
1813,4256.98,6,2019-06-17,2039,3
1815,2078.73,3,2019-10-24,1910,1
1816,2136.15,3,2020-04-27,1724,0
1818,5803.35,16,2021-12-23,1119,2
1819,195.75,1,2016-11-01,2997,1
1820,7032.76,16,2019-06-07,2049,2
1821,8309.6,4,2018-11-07,2261,3
1822,234.0,1,2016-11-20,2978,1
1823,3007.14,4,2021-02-19,1426,0
1824,131.7,1,2017-01-15,2922,1
1825,694.15,1,2017-01-16,2921,1
1828,1915.4,1,2017-02-07,2899,1
1829,581.1500000000001,2,2020-06-16,1674,0
1830,768.0,3,2017-02-12,2894,1
1831,5119.6,9,2022-09-27,841,3
1832,644.95,2,2017-04-05,2842,1
1833,5679.35,3,2019-07-25,2001,3
1834,311.3,1,2017-10-23,2641,1
1835,2054.5,4,2019-12-09,1864,1
1836,567.0,3,2017-05-08,2809,1
1837,3034.51,5,2020-02-20,1791,3
1838,12170.74,20,2023-01-06,740,2
1839,885.0,1,2017-03-21,2857,1
1840,344.6,2,2017-03-28,2850,1
1841,863.75,1,2017-03-22,2856,1
1842,4281.2,2,2017-03-23,2855,1
1843,7216.1,7,2022-09-12,856,3
1845,958.8,4,2018-05-03,2449,1
1846,320.75,1,2018-04-13,2469,1
1848,481.7,1,2017-04-12,2835,1
1850,102.8,1,2017-04-17,2830,1
1851,15280.95,5,2024-07-22,177,2
1853,1285.1,3,2017-11-15,2618,1
1854,8341.6,6,2023-04-04,652,3
1856,918.23,1,2017-06-05,2781,1
1857,3199.0,1,2017-09-24,2670,1
1860,2900.61,5,2019-09-27,1937,1
1861,290.0,1,2017-07-27,2729,1
1862,3420.05,6,2024-12-13,33,3
1863,607.0,1,2017-09-24,2670,1
1864,763.5,1,2017-09-26,2668,1
1865,153.9,1,2017-09-28,2666,1
1866,13486.8,6,2025-01-06,9,2
1867,954.3,1,2017-10-22,2642,1
1868,296.4,1,2017-10-26,2638,1
1869,975.15,3,2019-09-24,1940,1
1870,511.0,1,2017-11-05,2628,1
1871,700.0,1,2017-11-05,2628,1
1872,2163.05,10,2024-11-12,64,3
1873,974.6,1,2017-11-26,2607,1
1874,646.25,1,2017-11-13,2620,1
1876,425.7,1,2017-12-18,2585,1
1877,185.3,1,2017-12-20,2583,1
1878,396.2,1,2017-12-20,2583,1
1879,369.0,2,2018-05-14,2438,1
1880,302.5,1,2018-02-12,2529,1
1881,1330.0,1,2018-02-12,2529,1
1882,594.4,2,2018-03-14,2499,1
1883,6774.95,6,2020-01-30,1812,3
1884,1341.6,5,2022-12-08,769,0
1885,1096.9,1,2018-03-27,2486,1
1886,191.0,1,2018-03-28,2485,1
1887,1603.5,3,2019-11-05,1898,1
1888,905.63,4,2019-02-20,2156,1
1890,3889.87,18,2021-02-17,1428,2
1903,2632.65,8,2017-02-23,2883,1
1906,3787.76,10,2022-10-18,820,3
1908,4844.95,4,2019-01-31,2176,3
1909,574.35,3,2018-12-17,2221,1
1920,5230.05,7,2018-09-25,2304,3
1929,7466.0,8,2017-10-18,2646,3
1932,4563.95,1,2018-11-16,2252,1
1947,327.85,1,2016-01-18,3285,1
1951,2360.81,7,2023-01-26,720,3
1978,9339.0,7,2022-05-31,960,3
1983,3288.6499999999996,5,2022-11-14,793,3
1984,10048.9,9,2025-01-10,5,2
1987,4060.95,10,2023-01-31,715,3
1990,4793.6,7,2022-07-04,926,3
1991,1727.55,2,2021-01-19,1457,0
1992,1158.7,2,2016-03-14,3229,1
1993,182.95,1,2016-03-20,3223,1
1994,829.0,4,2017-07-25,2731,1
1998,3068.1499999999996,2,2021-05-27,1329,0
2001,5276.0,4,2020-07-17,1643,3
2002,916.0,1,2016-07-04,3117,1
2005,314.7,1,2021-07-21,1274,0
2007,5032.75,9,2023-03-30,657,3
2008,1694.17,2,2016-12-13,2955,1
2009,6361.3,4,2021-07-05,1290,3
2010,292.9,1,2017-01-10,2927,1
2022,95.0,1,2016-11-23,2975,1
2023,1074.0,3,2019-12-19,1854,1
2024,2405.51,4,2022-05-10,981,0
2025,2900.0,1,2018-05-04,2448,1
2026,2105.8,3,2021-03-02,1415,0
2027,66.0,1,2018-06-21,2400,1
2028,4943.25,2,2019-05-24,2063,1
2029,11710.3,12,2023-04-06,650,2
2030,275.63,1,2018-05-07,2445,1
2032,4996.03,9,2022-08-23,876,3
2033,5170.55,4,2019-02-21,2155,3
2034,279.0,1,2018-05-18,2434,1
2035,915.0,1,2018-05-25,2427,1
2037,2962.96,10,2023-04-06,650,3
2038,461.7,1,2018-05-28,2424,1
2039,390.0,1,2018-05-28,2424,1
2040,2399.0,1,2018-05-29,2423,1
2041,630.2,2,2021-12-15,1127,0
2042,287.5,1,2018-06-01,2420,1
2043,250.88,1,2018-06-05,2416,1
2045,2239.5,3,2020-09-25,1573,0
2046,305.0,1,2018-06-28,2393,1
2048,1275.0,1,2018-07-03,2388,1
2049,464.0,1,2018-07-03,2388,1
2050,395.0,2,2019-06-24,2032,1
2051,5952.4800000000005,15,2025-01-15,0,2
2052,1151.05,4,2021-01-22,1454,0
2053,7875.25,9,2022-12-19,758,3
2055,202.0,1,2018-07-19,2372,1
2060,146.5,1,2016-01-04,3299,1
2062,1467.0,1,2013-09-11,4144,1
2070,319.5,1,2016-05-10,3172,1
2075,11734.130000000001,19,2021-07-28,1267,2
2080,5197.79,6,2019-02-15,2161,3
2090,498.9,2,2020-03-09,1773,1
2091,694.75,1,2022-11-10,797,0
2105,6177.2,11,2016-06-19,3132,3
2139,10060.75,3,2018-11-23,2245,3
2148,5323.1,9,2016-07-07,3114,3
2156,801.0,2,2018-04-24,2458,1
2159,902.25,2,2018-05-25,2427,1
2162,4891.95,12,2023-04-04,652,3
2166,4708.6,8,2020-08-28,1601,3
2178,1262.0,1,2017-01-02,2935,1
2184,869.0,2,2018-11-05,2263,1
2189,3892.6,5,2020-10-22,1546,3
2202,8053.869999999999,8,2018-07-13,2378,3
2210,347.0,2,2018-05-15,2437,1
2212,915.0,1,2016-03-21,3222,1
2216,2559.7,1,2016-06-13,3138,1
2223,2013.3,3,2019-03-07,2141,1
2224,965.5,2,2017-10-09,2655,1
2227,415.0,1,2017-11-09,2624,1
2228,4313.2,4,2018-11-09,2259,1
2235,1519.96,2,2020-09-07,1591,0
2236,12029.1,20,2025-01-10,5,2
2237,400.0,1,2019-01-02,2205,1
2242,1376.3,2,2019-04-05,2112,1
2243,1921.1399999999999,4,2022-09-15,853,0
2244,6153.45,13,2024-12-20,26,2
2246,974.89,3,2018-11-05,2263,1
2247,8660.2,12,2021-12-08,1134,2
2248,3695.3,7,2020-02-07,1804,3
2249,1684.0,1,2018-09-10,2319,1
2250,1429.54,3,2019-11-22,1881,1
2251,2849.0,1,2018-09-19,2310,1
2252,910.94,1,2022-12-13,764,0
2253,3024.5,4,2021-12-06,1136,0
2254,1072.5,4,2022-09-19,849,0
2255,7260.0,1,2018-09-28,2301,3
2256,1037.95,2,2022-09-01,867,0
2257,693.0,1,2018-12-11,2227,1
2258,267.9,1,2018-10-15,2284,1
2259,4282.0,5,2019-11-22,1881,3
2260,750.0,1,2018-10-16,2283,1
2261,3600.84,6,2022-06-08,952,3
2262,312.77,1,2018-10-19,2280,1
2263,866.0,2,2019-03-19,2129,1
2264,207.25,1,2018-10-23,2276,1
2265,2792.0,1,2018-10-24,2275,1
2266,820.4,1,2018-10-24,2275,1
2267,425.0,2,2019-03-15,2133,1
2268,746.0,1,2018-10-25,2274,1
2269,7878.8,8,2024-12-03,43,3
2270,550.5799999999999,2,2018-10-31,2268,1
2271,318.85,1,2018-11-05,2263,1
2272,1128.0,1,2018-10-08,2291,1
2274,8362.6,2,2021-10-12,1191,3
2275,5360.0,1,2018-11-15,2253,1
2276,981.6,2,2021-04-22,1364,0
2278,416.5,1,2018-11-20,2248,1
2280,3336.05,5,2023-02-14,701,3
2281,377.3,1,2018-11-26,2242,1
2284,827.5,3,2019-10-18,1916,1
2285,344.5,1,2018-09-05,2324,1
2286,1744.05,3,2020-07-24,1636,0
2287,205.0,1,2018-12-14,2224,1
2288,552.0,1,2018-12-14,2224,1
2289,380.0,1,2018-12-14,2224,1
2290,2450.3999999999996,8,2022-09-15,853,3
2291,1178.0900000000001,2,2019-08-29,1966,1
2292,1085.6,3,2019-06-04,2052,1
2294,1263.79,3,2022-07-19,911,0
2295,345.0,1,2017-05-04,2813,1
2297,14357.0,3,2019-11-22,1881,3
2298,1355.5,4,2022-05-05,986,0
2302,972.6,2,2024-11-29,47,0
2303,3807.0,1,2019-02-18,2158,1
2304,664.85,2,2019-04-17,2100,1
2306,829.5,2,2020-08-28,1601,0
2308,469.0,1,2019-02-22,2154,1
2309,835.0,1,2019-02-25,2151,1
2313,233.5,1,2019-02-28,2148,1
2314,5136.0,7,2024-09-02,135,3
2315,426.0,2,2019-05-10,2077,1
2317,1999.95,4,2023-03-09,678,0
2319,3418.46,3,2022-01-31,1080,0
2320,401.0,2,2019-05-03,2084,1
2321,2598.1,1,2019-03-04,2144,1
2322,2598.9,7,2022-03-09,1043,3
2323,192.0,1,2019-03-05,2143,1
2324,218.5,1,2019-03-08,2140,1
2325,4096.6900000000005,7,2024-12-20,26,3
2327,482.35,2,2021-12-01,1141,0
2329,2791.1,1,2019-03-14,2134,1
2330,3395.5,3,2023-01-12,734,0
2331,2311.35,4,2020-02-18,1793,1
2332,237.5,1,2019-03-21,2127,1
2383,1007.53,5,2019-10-02,1932,1
2384,200.78,1,2019-03-20,2128,1
2385,4608.75,8,2024-12-09,37,3
2386,622.0,1,2019-03-21,2127,1
2387,254.49,1,2019-03-21,2127,1
2388,819.1,3,2019-04-04,2113,1
2389,368.33000000000004,2,2021-07-05,1290,0
2390,343.35,1,2019-04-11,2106,1
2391,838.5,4,2023-01-09,737,0
2392,3411.9,11,2024-11-18,58,3
2393,1211.18,1,2019-04-12,2105,1
2394,1478.5,8,2022-04-12,1009,3
2398,196.22,1,2019-04-01,2116,1
2400,8678.17,14,2025-01-08,7,2
2401,312.75,2,2024-10-28,79,0
2402,3056.88,3,2019-06-07,2049,1
2404,941.0,3,2020-12-03,1504,0
2405,892.6800000000001,4,2022-02-11,1069,0
2406,585.0,2,2019-05-09,2078,1
2407,2977.45,1,2019-04-17,2100,1
2409,2421.0,1,2019-04-23,2094,1
2410,480.6,1,2019-04-24,2093,1
2413,1168.0,4,2020-09-28,1570,0
2414,7030.9,12,2024-12-10,36,2
2415,1419.0,1,2019-05-14,2073,1
2416,1676.5,5,2022-02-21,1059,0
2417,305.0,1,2019-05-21,2066,1
2429,825.0899999999999,3,2019-07-11,2015,1
2430,2253.1,3,2024-12-11,35,0
2431,116.55,1,2019-06-05,2051,1
2432,2115.0,1,2019-10-24,1910,1
2433,3126.4,5,2023-05-17,609,0
2438,4883.6,10,2021-11-25,1147,3
2439,142.65,1,2019-06-11,2045,1
2440,809.8,2,2021-05-25,1331,0
2441,2205.5,8,2022-09-20,848,3
2442,873.3,1,2019-06-12,2044,1
2444,684.09,2,2019-07-19,2007,1
2445,594.45,2,2022-08-17,882,0
2446,999.0,1,2019-05-22,2065,1
2447,1220.0,2,2020-01-20,1822,1
2448,1486.65,3,2022-06-23,937,0
2450,10155.0,4,2022-07-05,925,3
2452,3653.15,2,2020-01-23,1819,1
2454,556.27,2,2020-03-02,1780,1
2455,1704.5,2,2021-03-24,1393,0
2456,4947.5,7,2023-06-01,594,3
2457,447.8,1,2019-07-11,2015,1
2458,328.82,1,2019-07-12,2014,1
2463,558.38,3,2019-10-07,1927,1
2465,1670.0,2,2019-08-07,1988,1
2466,232.2,1,2019-07-18,2008,1
2467,814.0,3,2022-11-10,797,0
